catasto,OMI,OMIk,OMId,fascia,zona,cod_prev,stato_prev,microzona
A794,A79400C9,BG00001319,CANOVINE VIA SAN BERNARDINO  BASSA VIA CARNOVALI,C,C9,20,N,4
A794,A79400D1,BG00000027,LORETO - LONGUELO,D,D1,20,N,0
A794,A79400D2,BG00000028,VALTESSE,D,D2,20,N,3
A794,A79400D3,BG00001320,REDONA,D,D3,20,N,4
A794,A79400D4,BG00001871,"OSPEDALE GIOVANNI PAOLO XXIII, VILLAGGIO DEGLI SPOSI, VIA MORONI",D,D4,20,N,0
A794,A79400D5,BG00001930,MONTEROSSO,D,D5,20,N,0
A794,A79400D6,BG00002253,"COLLI,SAN VIGILIO",D,D6,1,N,0
A794,A79400E1,BG00000029,"COLOGNOLA, CAMPAGNOLA SUD, GRUMELLINA",E,E1,21,N,5
A794,A79400E2,BG00001322,CELADINA,E,E2,21,N,0
A794,A79400E3,BG00001890,"BOCCALEONE, CAMPAGNOLA",E,E3,20,N,0
A794,A79400R1,BG00002077,RESTANTE PARTE DEL TERRITORIO COMUNALE PARCO DEI COLLI - C7,R,R1,0,,0
A794,A7940C10,BG00001548,MALPENSATA NORD,C,C10,20,N,1
A794,A7940C11,BG00001321,"MALPENSATA (MALPENSATA, CANOVINE NORD-EST)",C,C11,20,N,4
A795,A79500B1,RO00000092,CENTRALE,B,B1,20,N,1
A795,A79500D1,RO00000093,PERIFERICA,D,D1,20,N,2
A795,A79500R1,RO00002852,ZONA RURALE,R,R1,0,,0
A796,A79600B1,SV00001017,"VIA COLOMBO, VIA DE MARI, VIA XXV APRILE, AURELIA",B,B1,20,N,1
A796,A79600D1,SV00001957,TORRE DEL MARE,D,D1,1,N,1
A796,A79600R1,SV00001522,ZONA EXTRAURBANA,R,R1,0,,1
A798,A79800B1,CN00000577,CENTRO URBANO,B,B1,20,N,1
A798,A79800R1,CN00007734,ZONE AGRICOLE DEL TERRITORIO COMUNALE,R,R1,197,,1
A799,A79900B1,BS00000320,CAPOLUOGO E BERLINGHETTO,B,B1,20,N,1
A799,A79900R1,BS00004324,AGRICOLA,R,R1,102,,1
A801,A80100B1,MT00000057,"F31 FABRIZI,IONICA,CAVOUR,PITAGORA,MENELONE,GIAMPERDUTO,VECELLIO,UMBERTO I,ENTROVALLE,BOREALE,PALLADIO,OCCIDENTALE",B,B1,21,N,1
A801,A80100D1,MT00000058,"F 8P, 9P, 10P, 11, 20 - S.P. COLOBRARO-GINOSA,DISCESA CHIESA,S.P. MATERA-BERNALDA, STR. COMUNALE FONTANA NUOVA",D,D1,21,N,1
A801,A80100E1,MT00000059,"F. 43P, 46P - BORGO METAPONTO",E,E1,20,N,2
A801,A80100E2,MT00000060,"F. 50, 51-LIDO METAPONTO",E,E2,1,N,2
A801,A80100E3,MT00000716,ZONA ARTIGIANALE E INDUSTRIALE,E,E3,7,N,1
A801,A80100R1,MT00000578,PIANURA DI METAPONTO -SEZ.BERNALDA,R,R1,102,,3
A801,A80100R2,MT00000579,PIANURA DI METAPONTO-SEZ.MONTESCAGLIOSO,R,R2,102,,3
A801,A80100R3,MT00000580,PIANURA DI METAPONTO-SEZ.PISTICCI,R,R3,102,,3
A802,A802000B,MI00000501,MONOZONALE -,B,B,20,O,1
A802,A80200B1,MI00004455,INTERO CENTRO URBANO,B,B1,20,O,0
A802,A80200D1,MI00004329,PERIFERIA,D,D1,20,N,0
A802,A80200R1,MI00004888,RURALE,R,R1,0,,0
A802,A80200R2,MI00004891,RURALE,R,R2,0,,0
A804,A804000B,MI00000510,CENTRO URBANO,B,B,20,N,1
A804,A80400B1,MI00004608,CENTRO URBANO,B,B1,20,N,0
A804,A80400R1,MI00003685,ZONA RURALE,R,R1,0,,0
A805,A80500B1,CN00000597,CAPOLUOGO,B,B1,20,N,1
A805,A80500E1,CN00000614,S.ROCCO E DINTORNI,E,E1,1,N,1
A805,A80500R1,CN00007559,ZONE AGRICOLE DEL TERRITORIO COMUNALE,R,R1,197,,1
A806,A80600B1,FE00000032,CAPOLUOGO COMUNALE - CENTRO DELL`ABITATO,B,B1,20,N,2
A806,A80600D1,FE00000033,CAPOLUOGO COMUNALE - LOC. LA CAVALLARA E PONTE DELLA FARMACIA,D,D1,20,N,2
A806,A80600E1,FE00000034,COLOGNA,E,E1,20,N,1
A806,A80600E2,FE00000221,BORGO SAN GIORGIO,E,E2,20,N,2
A806,A80600E3,FE00000222,SERRAVALLE,E,E3,20,N,3
A806,A80600R1,FE00000592,ZONA RURALE,R,R1,101,,4
A806,A80600R2,FE00000800,DINTORNI DI COLOGNA,R,R2,101,,1
A808,A80800B1,TN00000943,CENTRO ABITATO,B,B1,20,N,1
A808,A80800R1,TN00002268,ZONA RESIDUALE AGRICOLA,R,R1,0,,1
A809,A80900B1,FO00001181,CENTRO URBANO,B,B1,20,N,1
A809,A80900D1,FO00001867,PANIGHINA,D,D1,20,N,0
A809,A80900E1,FO00001182,SUBURBANA,E,E1,20,N,1
A809,A80900E2,FO00001865,FRATTA TERME,E,E2,20,N,1
A809,A80900E3,FO00001866,"PANIGHINA, SANTA MARIA NUOVA - SPALLICCI, CAPOCOLLE, OSPEDALETTO",E,E3,20,N,1
A809,A80900R1,FO00001141,"REG. AG. N. 4 -  PIANURA FORLIVESE E CESENATE: CASTICCIANO, POLENTA, COLLINELLO",R,R1,101,,1
A810,A81000B1,UD00000090,ZONA CENTRALE,B,B1,21,N,1
A810,A81000D1,UD00000091,ZONA PERIFERICA,D,D1,1,N,1
A810,A81000R1,UD00002938,RESTO DEL TERRITORIO COMUNALE,R,R1,101,,1
A811,A811000B,LO00000012,MONOZONALE,B,B,20,N,1
A811,A81100R1,LO00001040,RURALE,R,R1,102,,1
A812,A81200B1,AT00000120,CENTRO ABITATO,B,B1,20,N,1
A812,A81200D1,AT00000121,FUORI CENTRO ABITATO,D,D1,1,N,1
A812,A81200R1,AT00002480,ZONA RURALE,R,R1,108,,0
A813,A81300B1,AL00003572,CENTRO URBANO,B,B1,20,N,1
A813,A81300D1,AL00000287,ZONA DI ESPANSIONE,D,D1,20,N,1
A813,A81300R1,AL00004178,ZONA AGRICOLA,R,R1,129,,1
A815,A81500B1,BG00000952,CENTRO URBANO,B,B1,20,N,0
A815,A81500R1,BG00002097,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R1,0,,0
A816,A81600B1,BS00000334,CENTRALE,B,B1,20,N,1
A816,A81600R1,BS00004530,AGRICOLA,R,R1,197,,2
A817,A81700B1,BS00000348,CENTRALE,B,B1,20,N,1
A817,A81700C1,BS00003846,SEMICENTRALE,C,C1,20,N,2
A817,A81700D1,BS00000350,PERIFERICA,D,D1,8,N,3
A817,A81700R1,BS00004533,AGRICOLA SUD,R,R1,197,,3
A817,A81700R2,BS00005563,AGRICOLA NORD,R,R2,197,,3
A818,A81800B1,MI00002311,BESANA,B,B1,20,O,1
A818,A81800B2,MI00002334,"VISCONTA, ZOCCORINO,FONIGO,MIGHINZANO, CALO`, BALGANO",B,B2,20,O,2
A818,A81800D1,MI00002345,"VISCONTA, CASORETTO, PALAZZINA -",D,D1,8,N,3
A818,A81800D2,MI00002352,"SAN CARLO, SAN VITALE -",D,D2,20,N,4
A818,A81800D3,MI00002365,"VIGANO, MONASTERO, BORROMEO, TOSCANINI -",D,D3,20,N,5
A818,A81800D4,MI00002371,"BRUGORA, VILLA ANGELINA -",D,D4,20,O,6
A819,A81900B1,VA00000144,"V. GASTALDI, V. DELLA LIBERTA, V. GIROLA, PIAZZA VILLA, V. RINALDI,V.EUROPA, V.ALBERTINI V.GIOVANNI XXIII, V. FERMI",B,B1,20,N,1
A819,A81900D1,VA00000146,ZONA PERIFERICA CHE SI ESTENDE AD EST DELLA STRADA STATALE VARESE-PORTO CERESIO.,D,D1,20,N,1
A819,A81900R1,VA00001525,ZONA RURALE APPARTENENTE ALLA REGIONE AGRARIA N.2: MONTAGNA TRA IL VERBANO E IL,R,R1,0,,1
A820,A820000B,MI00000530,CENTRO URBANO,B,B,20,N,1
A820,A82000B1,MI00004609,INTERO CENTRO URBANO,B,B1,20,N,0
A820,A82000R1,MI00003564,ZONA RURALE,R,R1,0,,0
A821,A82100B1,TN00000135,CENTRO ABITATO,B,B1,20,O,1
A821,A82100D1,TN00002019,PRODUTTIVA,D,D1,8,N,1
A821,A82100R1,TN00001757,ZONA RESIDUALE AGRICOLA,R,R1,0,,1
A823,A82300B1,PC00000056,CENTRO STORICO TUTTO IL PAESE,B,B1,20,N,1
A823,A82300E1,PC00000058,"MERCORE, BERSANO,BASELICA",E,E1,20,N,1
A823,A82300R1,PC00001202,RIMANENTE PARTE DEL TERRITORIO CON FRAZIONI E FABBRICATI SPARSI,R,R1,102,,1
A825,A82500B1,VA00000149,CENTRALE UNICA,B,B1,20,N,1
A825,A82500C1,VA00000150,SEMICENTRALE,C,C1,20,N,1
A825,A82500D1,VA00000151,PERIFERICA UNICA,D,D1,20,N,1
A825,A82500R1,VA00001565,ZONA RURALE APPARTENENTE ALLA REGIONE AGRARIA N. 5: COLLINE DELLO STRONA,R,R1,0,,1
A826,A82600B1,VA00000154,"VIA MONFRINI, VIA DE BERNARDI, VIA DEGLI ORTI, VIA INDIPENDENZA, VIA BELVEDERE, VIA ADAMOLI",B,B1,20,N,1
A826,A82600C1,VA00000155,"VIA BERTOLOTTI, VIA ROMA, VIA PUCCINI, VIA XXV APRILE, VIA VASCONI, VIA BATTISTI, VIA GORINI, VIA DE AMICIS",C,C1,20,N,1
A826,A82600D1,VA00000156,"LOCALITA BOGNO, CARDANA, BEVERINO, OLGINASIO, RONCO",D,D1,20,N,1
A826,A82600R1,VA00001597,ZONA RURALE APPARTENENTE ALLA REGIONE AGRARIA N. 3: COLLINE DEL VERBANO ORIENTAL,R,R1,0,,1
A827,A82700B1,SS00000201,CENTRO URBANO,B,B1,21,N,1
A827,A82700R1,SS00001639,RURALE,R,R1,191,,0
A831,A83100B1,PC00000069,CENTRO STORICO TUTTO IL PAESE,B,B1,20,N,1
A831,A83100E1,PC00000072,"MISSANO,PRADELLO,VEROGNA,LEGGIO E FRAZIONI",E,E1,20,N,2
A831,A83100R1,PC00001148,RIMANENTE PARTE DEL TERRITORIO CON FRAZIONI E FABBRICATI SPARSI,R,R1,198,,2
A832,A83200B1,PG00000079,ZONA CENTRALE,B,B1,20,N,1
A832,A83200D1,PG00000081,PASSAGGIO DI BETTONA E ALTRE ZONE PERIFERICHE,D,D1,20,N,1
A832,A83200R1,PG00001014,RIMANENTE TERRITORIO COMUNALE,R,R1,0,,1
A834,A83400B1,VB00000094,ABITATO DI BEURA,B,B1,21,N,1
A834,A83400B2,VB00001432,FRAZIONE DI CUZZEGO,B,B2,20,N,1
A834,A83400D1,VB00001433,CARDEZZA,D,D1,21,S,1
A834,A83400D2,VB00001914,CUZZEGO,D,D2,21,N,1
A834,A83400R1,VB00001434,RURALE  MONTANA,R,R1,0,,2
A835,A83500B1,PG00000085,ZONA CENTRALE,B,B1,20,N,1
A835,A83500C1,PG00000086,ZONA SEMICENTRALE A RIDOSSO DELLA ZONA CENTRALE,C,C1,20,N,1
A835,A83500D1,PG00000087,PERIFERIA E/O FRAZIONI,D,D1,20,N,2
A835,A83500R1,PG00001015,RIMANENTE TERRITORIO COMUNALE,R,R1,0,,2
A836,A83600B1,SP00000105,PADIVARMA,B,B1,21,N,0
A836,A83600R1,SP00001037,FRAZIONI E PARTE RESIDUALE DEL TERRITORIO CON EDIFICAZIONE SPARSA,R,R1,0,,0
A837,A83700B1,VR00000047,CAPOLUOGO,B,B1,20,N,1
A837,A83700D1,VR00000048,"TERRITORIO A SCARSA DENSITA' EDILIZIA, PREVALENTEMENTE DI TIPO RURALE",D,D1,1,N,1
A837,A83700E1,VR00000943,FRAZIONE DI MAREGA,E,E1,20,N,0
A837,A83700R1,VR00000940,ZONA A NORD DEL COMPRENSORIO COMUNALE,R,R1,0,,0
A837,A83700R2,VR00000941,ZONA DEL TERRITORIO COMUNALE COMPRESA TRA IL CAPOLUOGO E LA FRAZIONE DI MAREGA,R,R2,0,,0
A837,A83700R3,VR00000942,ZONA A SUD DEL COMPRENSORIO COMUNALE,R,R3,0,,0
A839,A83900B1,TN00000974,CENTRO ABITATO,B,B1,20,N,1
A839,A83900E1,TN00001905,ZONA PRODUTTIVA,E,E1,7,N,1
A839,A83900R1,TN00001887,ZONA RESIDUALE AGRICOLA,R,R1,0,,1
A841,A84100B1,CT00000960,NUCLEO STORICO :VIE -VITTORIO EMANUELE  III - LORENZO-COLLEGIO-INNESSA-MONGIBELLO-PACINI-ETNEA-AFRICA,B,B1,21,N,1
A841,A84100D1,CT00000961,ZONA PERIFERICA NORD-SUD: VIE STATI UNITI D`AMERICA-SPAGNA-PANTELLERIA-FAVIGNANA-UNIONE SOVIETICA-PISACANE-G.D`ANNUNZIO-FRANCIA,D,D1,20,N,2
A841,A84100D2,CT00000962,ZONA PERIFERICA SUD: C.DE: CIANCIANELLA- VULCANO-POGGIO ROSSO- VIA D EL PASTAIO-PERRIERA-SCIRFI,D,D2,21,N,3
A841,A84100R1,CT00002032,C.DE : BOSCO MILIA-FELICIUSA-CONTEA-QUERCETO-MIRIO-INTROLIO-STAGLIATA,R,R1,0,,2
A841,A84100R2,CT00002033,C.DE:BARALOTTO-TENUTA GRANDE-TRIGONA-GIARDINELLO-RINAZZI,R,R2,0,,3
A842,A84200B1,CS00000878,CENTRO STORICO E AREE LIMITROFE,B,B1,21,N,1
A842,A84200D1,CS00000879,"PERIFERICA-  CONTRADA CENSO, PARAGOLIO, RONCHI, MURACHI",D,D1,20,N,1
A842,A84200R1,CS00001530,AREE RURALI,R,R1,0,,1
A843,A84300B1,RC00000249,"VIA VITTORIA, VIA UMBERTO I, VIA GARIBALDI, VIA CONCORDIA, VIA FALLETTI, VIA GEMELLI.",B,B1,21,N,1
A843,A84300C1,RC00000236,"SEMICENTRALE RESIDENZIALE - LOC. PUGLIANO, PAZZO, ATTALA, VIA MARINA.",C,C1,20,N,1
A843,A84300D1,RC00000237,"SS.106, LOC.  SANT. ANTONIO  E SCOGLIO, LOC. CRAMAZIA  E SANTO STEFANO.",D,D1,20,N,1
A843,A84300D2,RC00002997,ZONA  CENTRALE   FRAZIONE  PARDESCA.,D,D2,20,N,2
A843,A84300D3,RC00002998,"ESPANSIONE  TURISTICA, LOC. PETRILLI, VIA DROMO, SS.106, LOC. S. ANNA.",D,D3,20,N,1
A843,A84300D4,RC00002999,"FRAZIONE  PARDESCA, LOC. SAN  LEONARDO, VIA CINQUEMETRI,  CROCE E SIMONE.",D,D4,20,N,2
A843,A84300D5,RC00003000,ZONA  CENTRALE DI CAPO  BRUZZANO - LOC.  CAPO.,D,D5,20,N,3
A843,A84300D7,RC00004892,"LOCALITA` PETRILLI, SANT`ANTONIO E SCOGLIO",D,D7,20,N,0
A843,A84300E1,RC00000238,ZONA AGRICOLA  CAPO  BRUZZANO.,E,E1,20,N,3
A843,A84300E2,RC00003002,RIMANENTE TERRITORIO  IN ZONA  AGRICOLA,E,E2,20,N,4
A843,A84300E3,RC00004890,FRAZIONE PARDESCA,E,E3,21,N,0
A843,A84300R1,RC00004891,AREE AGRICOLE E RURALI IN FASCIA COSTIERA E COLLINARE,R,R1,0,,0
A844,A844000R,NO00001981,AGRICOLA,R,R,0,,1
A844,A84400B1,NO00000109,VECCHIO NUCLEO,B,B1,20,N,1
A844,A84400D1,NO00000110,PERIFERICA RESIDENZIALE,D,D1,20,N,1
A845,A84500B1,VA00000159,CENTRALE UNICA,B,B1,20,N,1
A845,A84500D1,VA00000161,PERIFERICA UNICA,D,D1,20,N,1
A845,A84500R1,VA00001555,ZONA RURALE APPARTENENTE ALLA REGIONE AGRARIA N. 3: COLLINE DEL VERBANO ORIENTAL,R,R1,0,,1
A845,A84500R2,VA00001888,ZONA RURALE APPARTENENTE ALLA REGIONE AGRARIA N. 3: COLLINE DEL VERBANO ORIENTAL,R,R2,0,,1
A846,A84600B1,BG00000953,CENTRO URBANO,B,B1,20,N,0
A846,A84600R1,BG00002098,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R1,0,,0
A847,A84700B1,VC00000089,CENTRALE,B,B1,21,N,1
A847,A84700D1,VC00001394,PERIFERICA,D,D1,20,N,1
A847,A84700R1,VC00001281,AGRICOLA,R,R1,0,,2
A848,A84800B1,SO00000135,"PIAZZA EZIO VANONI, VIA POLINELLI, VIA ALGHERONI, VIA ROMA",B,B1,21,N,1
A848,A84800D1,SO00002275,"VIA PAIADA, VIA NOVAGLIA, VIA ROTONDA",D,D1,21,N,1
A848,A84800R1,SO00002276,"LOCALITA` RANEE, PALAZZETTA, MADONNA DEL PIANO, PIAZZEDA",R,R1,0,,1
A848,A84800R2,SO00002277,"LOCALITA` CAMPIONE, MORELLI, VALBUZZI, DOSSO BRATTA",R,R2,0,,1
A849,A849000B,MI00000540,CENTRO URBANO,B,B,20,O,1
A849,A84900B1,MI00004610,CENTRO,B,B1,20,O,0
A849,A84900D1,MI00002437,PERIFERIA,D,D1,20,O,2
A849,A84900D2,MI00002441,"PESSINA, REGINA MARGHERITA, MACHIAVELLI -",D,D2,20,O,3
A849,A84900R1,MI00005157,RURALE,R,R1,0,,0
A850,A85000B1,RE00000120,CENTRO - P.ZA DEL BIANELLO - VIA DON BORGHI - VIA CARSO,B,B1,20,N,1
A850,A85000D1,RE00000121,BARCO - LA FOSSA-TRAVAGLIOLA-S.FILIPPO,D,D1,20,N,1
A850,A85000E1,RE00000122,PIAZZOLA - CORNIANO - MALMASATO - COLOMBARONE - GHIARDO,E,E1,21,N,1
A850,A85000R1,RE00001790,ZONA AGRICOLA NORMALE,R,R1,102,,1
A851,A85100B1,AR00000616,INTERO AGGLOMERATO URBANO DI BIBBIENA,B,B1,20,N,1
A851,A85100D1,AR00001179,ZONA COMMERCIALE-PRODUTTIVA PALAZZETTO - FERRANTINA - PIANACCI,D,D1,8,N,
A851,A85100E2,AR00000619,ZONA INDUSTRIALE PIANACCI-FERRANTINA,E,E2,8,N,2
A851,A85100E3,AR00001051,INTERO AGGLOMERATO URBANO DI SOCI,E,E3,20,N,3
A851,A85100R1,AR00000926,PICCOLE FRAZIONI - ZONE DI CAMPAGNA E RIMANENTE TERRITORIO COMUNALE,R,R1,0,,4
A852,A85200B1,LI00000108,CENTRO STORICO,B,B1,20,N,2
A852,A85200B2,LI00001575,MARINA DI BIBBONA,B,B2,20,N,1
A852,A85200D1,LI00001798,MARINA DI BIBBONA,D,D1,20,N,0
A852,A85200D2,LI00001796,LOCALITA CASA ROSSA CAMPOLUNGO LA SASSICAIA,D,D2,20,N,0
A852,A85200D3,LI00001797,FRAZIONE LA CALIFORNIA,D,D3,20,N,0
A852,A85200E1,LI00000094,FRAZIONE LA CALIFORNIA,E,E1,7,N,2
A852,A85200E2,LI00000778,LOCALITA ACASA ROSSA- CAMPOLUNGO-LA SASSICAIA,E,E2,20,N,2
A852,A85200R1,LI00001455,BANDITA DEI BOVI-LE CAPANNE,R,R1,0,,2
A852,A85200R2,LI00001456,POGGIO PEZZOTTA,R,R2,0,,2
A852,A85200R3,LI00001499,SASSICAIA * EURO/HA X1000*,R,R3,0,,2
A852,A85200R4,LI00001457,PODERE AIA VECCHIA,R,R4,0,,2
A852,A85200R5,LI00001795,"POGGIO PEZZOIA, SASSICAIA , AIA VECCHIA",R,R5,231,,1
A853,A85300B1,TO00001017,"CENTRALE VIA CAVOUR, VIA PINEROLO, VIA BAGNOLO",B,B1,21,N,1
A853,A85300R1,TO00002207,"AGRICOLO STR.COM. DI CAVOUR, STR.COM DI BAGNOLO",R,R1,0,,2
A854,A85400B1,FG00000099,"VIA GIARDINO, VIA MARCONI, VIA FUORI PORTA POZZI, VIA FUORI PORTA ANNUNZIATA, PIAZZA MATTEOTTI.",B,B1,20,N,1
A854,A85400C1,FG00000100,"P.ZA MATTEOTTI,VIA S.LUCIA, VIA BIXIO,VIA MAMELI,VIA MARCONI, VIA EDUARDO DE FILIPPO, VIA FERMI",C,C1,20,N,1
A854,A85400D1,FG00000101,"1^ TRAV.VIA CALCARE,VIA LEOPARDI, VIA E.MATTEI,VIA ENZO FERRARI, VIA S.ROCCO",D,D1,20,N,1
A854,A85400E1,FG00000102,"CONTRADA CASANOVA, C.DA IMBORCHIA, C.DA TERTIVERI, C.DA MONTE CORNACCHIA, LOC.TA AIRILI.",E,E1,20,N,1
A854,A85400R1,FG00001592,ZONA AGRICOLA,R,R1,0,,1
A855,A85500B1,UD00000098,ZONA CENTRALE,B,B1,21,N,1
A855,A85500D1,UD00000099,ZONA PERIFERICA,D,D1,1,N,1
A855,A85500R1,UD00002918,RESTO DEL TERRITORIO COMUNALE,R,R1,102,,1
A856,A85600B1,OR00000997,CENTRO EDIFICATO.,B,B1,20,N,1
A856,A85600R1,OR00001791,AGRO,R,R1,101,,1
A857,A85700B1,VT00000617,CENTRO STORICO,B,B1,20,N,1
A857,A85700D1,VT00001046,ESPANSIONE,D,D1,20,N,0
A857,A85700R1,VT00000704,AGRICOLA,R,R1,191,,1
A859,A85900B1,BI00000051,"VIA ADDIS ABEBA, VIA GALIMBERTI, PZZA S.PAOLO, VIA TORINO, VIA TRIPOLI, PZZA V.VENETO, CDA, VIA LAMARMORA,VIALE MACALLE`",B,B1,20,N,2
A859,A85900B2,BI00000052,CENTRO STORICO,B,B2,20,N,1
A859,A85900C1,BI00000037,"VERNATO, LOC. CHIAVAZZA, C.SO 53MO FANTERIA, VIA COTTOLENGO, C.SO EUROPA,  VILLAGGIO LAMARMORA, VILLAGGIO SPORTIVO",C,C1,20,N,3
A859,A85900D1,BI00000040,"LOCALITA` BARAZZETTO, LOCALITA` VANDORNO",D,D1,20,N,4
A859,A85900D2,BI00000041,"LOCALITA` COSSILA, LOCALITA` FAVARO",D,D2,20,N,5
A859,A85900D3,BI00001879,"LOCALITA` COLMA, LOCALITA` VAGLIO, LOCALITA` PAVIGNANO",D,D3,20,N,100
A859,A85900E1,BI00000049,"LOCALITA` COLMA, LOCALITA` VAGLIO, LOCALITA` PAVIGNANO",E,E1,20,N,6
A859,A85900E2,BI00000050,LOCALITA` OROPA ALTA,E,E2,20,N,7
A859,A85900R1,BI00001878,TERRITORIO EXTRAURBANO,R,R1,0,,100
A861,A86100B1,BS00000362,CENTRALE BIENNO,B,B1,20,N,1
A861,A86100B2,BS00006062,BORGO PRESTINE,B,B2,20,N,1
A861,A86100C1,BS00003847,SEMICENTRALE,C,C1,20,N,2
A861,A86100D1,BS00000364,PERIFERICA,D,D1,20,N,3
A861,A86100R1,BS00004534,AGRICOLA,R,R1,197,,3
A863,A86300B1,TN00000841,CENTRO ABITATO,B,B1,20,O,1
A863,A86300R1,TN00002445,ZONA RURALE,R,R1,0,,1
A864,A86400B1,PI00000184,CAPOLUOGO,B,B1,20,N,1
A864,A86400E1,PI00000185,"QUATTRO STRADE, SANTA COLOMBA",E,E1,20,N,1
A864,A86400R1,PI00000553,LOC. PADULE,R,R1,101,,1
A866,A86600B1,MN00000750,STRADELLA,B,B1,20,N,1
A866,A86600E2,MN00001020,GAZZO,E,E2,20,N,1
A866,A86600R1,MN00001019,BIGARELLO E ZONE AGRICOLE,R,R1,0,,1
A870,A87000B2,CO00004164,TERRITORIO EDIFICATO,B,B2,20,N,1
A870,A87000R1,CO00004432,RURALE COLLINARE,R,R1,0,,0
A872,A872000B,MI00000550,"CARDUCCI, COSTA, BIXIO, DANTE -",B,B,20,O,1
A872,A872000D,MI00000551,"CASELLO AUTOSTRADALE, NAVIGLIO PAVESE, GALVANI -",D,D,20,O,2
A872,A87200B1,MI00004611,"CARDUCCI, COSTA, BIXIO, DANTE",B,B1,20,O,0
A872,A87200D1,MI00004612,"CASELLO AUTOSTRADALE, NAVIGLIO PAVESE, GALVANI",D,D1,20,O,0
A872,A87200R1,MI00003704,ZONA RURALE,R,R1,0,,0
A874,A87400B1,BA00000113,NUCLEO ANTICO,B,B1,21,N,1
A874,A87400B2,BA00000114,ZONA EDIFICATA ESTERNA AL NUCLEO ANTICO,B,B2,20,N,1
A874,A87400D1,BA00002895,ZONA EDIFICATA ESTERNA AL NUCLEO ANTICO,D,D1,20,N,0
A874,A87400E1,BA00001014,"MACCHIA DEL BOSCO, CURINO, MACCHIA DI BINETTO",E,E1,21,N,2
A874,A87400E2,BA00001017,"LOC. LE MATTINE, COM. LONGONE, PROV. DELLE MATTINE",E,E2,21,S,3
A874,A87400E3,BA00001015,PROV. PER PALO DEL COLLE -VECCHIA COM. PER BARI- COM. DEL BEATO GIACOMO,E,E3,20,N,4
A874,A87400E4,BA00001016,"COM. VECCHIA PER TORITTO, VIC. PARCO DI MEZZO, COM. TORITTO-PALO",E,E4,20,N,5
A874,A87400E5,BA00002896,"ZONA PRODUTTIVA ZONA VIA GRUMO,VICINALE FRANTOIO",E,E5,8,N,0
A874,A87400R1,BA00001697,ZONA  AGRICOLA,R,R1,136,,2
A876,A87600B1,BI00000951,CENTRO STORICO,B,B1,20,N,1
A876,A87600D1,BI00001409,"LOC MORNENGO, LOC SERRATRICE, LOC BELLETTI, LOC TRIVERO, LOC ZABETTO, LOC REY, LOC MACCHETTO, LOC SANATORIO, LOC RIO, LOC MONTE",D,D1,20,N,1
A876,A87600R1,BI00001410,ZONA MONTANA,R,R1,0,,1
A876,A87600R2,BI00001411,ISOLA AMMINISTRATIVA: ALPE CASARI,R,R2,0,,2
A877,A87700B1,AO00000047,CAPOLUOGO E FRAZIONI,B,B1,20,N,1
A877,A87700R1,AO00000869,RESIDUALE MONTANA,R,R1,191,,1
A878,A87800B1,BS00000376,CENTRALE,B,B1,20,N,1
A878,A87800R1,BS00004462,AGRICOLA,R,R1,197,,1
A880,A88000B3,NU00003602,CENTRO URBANO-,B,B3,20,N,1
A880,A88000C1,NU00000328,VIA OROSAI -,C,C1,20,O,1
A880,A88000D1,NU00000329,PERIFERICA -,D,D1,20,O,1
A880,A88000E1,NU00000330,ZONA ARTIGIANALE NUSCADORE -,E,E1,7,O,1
A880,A88000R1,NU00003407,"COLTURA INTENSIVA CHE INTERESSA L`INTERO TERRITORIO COMUNALE PREV. PIANEGGIANTE, LOC. SA COSTA, BIDIU, SUERZU, SERRAS, CURADORE",R,R1,102,,1
A881,A88100B1,AV00000142,P.DI ZONA(P)-VIA F. DE SANTIS-V.CAMPANILE VECCHIO-V. S.MANCINI-L.GO SANTORO-VV.M.D ALBEZIO-V. DELLE ROSE-C.SO ROMULETO- NAZIONALE,B,B1,20,N,1
A881,A88100B2,AV00001461,PIANO DI ZONA(P)-VIA NAZIONALE(P),B,B2,20,N,2
A881,A88100B3,AV00001973,BISACCIA VECCHIO,B,B3,20,N,1
A881,A88100C1,AV00000143,LARGO PIANA-VIA NAZIONALE(P)-VIA COM.ANDRETTA,C,C1,20,N,1
A881,A88100C2,AV00001462,STRADA COM.LE VALLATA-BISACCIA-STRADA VICINALE TOPPA(P)-STRADA VICINALE OSCATA(P),C,C2,20,N,2
A881,A88100D1,AV00000144,COM.LE CALAGGIO-PIANO DELL AGLIO-PARTALECCHIA-CORVI-PETRARA-BOSCOZZULO-VICINALE TOPPA(P)-VICINALE OSCATA(P),D,D1,20,N,1
A881,A88100D2,AV00001463,STRADA VICINALE TOPPA(P)-STRADA VICINALE OSCATA(P),D,D2,20,N,2
A881,A88100E1,AV00000145,LA PARTE RURALE DELL ABITATO,E,E1,20,N,3
A881,A88100R1,AV00002585,PARTE AGRICOLA DEL TERRITORIO,R,R1,101,,0
A882,A88200B1,PA00004251,CENTRO URBANO,B,B1,21,N,1
A882,A88200D1,PA00004253,ZONE SVILUPPO CENTRO URBANO,D,D1,20,N,1
A882,A88200E1,PA00004254,ZONE RURALI,E,E1,1,N,1
